# ==========================================
# 智能动态规划轨迹 v2.0 | v_formation
# 起点: 0,0,30 -> 终点: 500,500,30
# dt=0.1s  drones=15
# Format: time(s),nodeId,x(m),y(m),z(m)
# ==========================================
99.800,8,343.809,284.179,30.000
99.800,9,257.199,332.926,30.000
99.800,10,343.736,268.670,30.000
99.800,11,232.814,351.183,30.000
99.800,12,291.583,254.184,30.000
99.800,13,223.424,351.845,30.000
99.800,14,282.853,227.052,30.000
99.900,0,344.212,352.089,30.000
99.900,1,329.159,351.768,30.000
99.900,2,344.087,335.065,30.000
99.900,3,311.920,335.270,30.000
99.900,4,343.966,318.147,30.000
99.900,5,290.999,332.857,30.000
99.900,6,343.955,301.190,30.000
99.900,7,273.990,332.856,30.000
99.900,8,343.963,284.314,30.000
99.900,9,257.339,332.924,30.000
99.900,10,343.961,268.824,30.000
99.900,11,232.821,351.294,30.000
99.900,12,292.268,254.813,30.000
99.900,13,223.526,351.975,30.000
99.900,14,282.851,227.166,30.000
100.000,0,344.349,352.216,30.000
100.000,1,329.259,351.908,30.000
100.000,2,344.231,335.196,30.000
100.000,3,312.310,335.511,30.000
100.000,4,344.111,318.276,30.000
100.000,5,291.129,332.857,30.000
100.000,6,344.100,301.318,30.000
100.000,7,274.122,332.857,30.000
100.000,8,344.116,284.448,30.000
100.000,9,257.478,332.922,30.000
100.000,10,344.180,268.972,30.000
100.000,11,232.830,351.405,30.000
100.000,12,292.991,255.457,30.000
100.000,13,223.624,352.104,30.000
100.000,14,282.850,227.281,30.000
100.100,0,344.486,352.343,30.000
100.100,1,329.360,352.047,30.000
100.100,2,344.373,335.325,30.000
100.100,3,312.708,335.771,30.000
100.100,4,344.255,318.404,30.000
100.100,5,291.260,332.858,30.000
100.100,6,344.245,301.446,30.000
100.100,7,274.255,332.858,30.000
100.100,8,344.267,284.581,30.000
100.100,9,257.616,332.920,30.000
100.100,10,344.392,269.114,30.000
100.100,11,232.840,351.516,30.000
100.100,12,293.752,256.115,30.000
100.100,13,223.719,352.232,30.000
100.100,14,282.849,227.395,30.000
100.200,0,344.621,352.469,30.000
100.200,1,329.461,352.185,30.000
100.200,2,344.515,335.454,30.000
100.200,3,313.115,336.053,30.000
100.200,4,344.398,318.531,30.000
100.200,5,291.390,332.858,30.000
100.200,6,344.388,301.573,30.000
100.200,7,274.388,332.859,30.000
100.200,8,344.417,284.713,30.000
100.200,9,257.752,332.919,30.000
100.200,10,344.597,269.249,30.000
100.200,11,232.851,351.627,30.000
100.200,12,294.555,256.787,30.000
100.200,13,223.811,352.359,30.000
100.200,14,282.848,227.509,30.000
100.300,0,344.756,352.594,30.000
100.300,1,329.563,352.323,30.000
100.300,2,344.656,335.582,30.000
100.300,3,313.531,336.355,30.000
100.300,4,344.541,318.658,30.000
100.300,5,291.521,332.859,30.000
100.300,6,344.530,301.700,30.000
100.300,7,274.520,332.860,30.000
100.300,8,344.565,284.844,30.000
100.300,9,257.888,332.917,30.000
100.300,10,344.794,269.380,30.000
100.300,11,232.862,351.737,30.000
100.300,12,295.399,257.470,30.000
100.300,13,223.901,352.484,30.000
100.300,14,282.847,227.622,30.000
100.400,0,344.890,352.719,30.000
100.400,1,329.664,352.461,30.000
100.400,2,344.796,335.709,30.000
100.400,3,313.954,336.679,30.000
100.400,4,344.682,318.784,30.000
100.400,5,291.651,332.859,30.000
100.400,6,344.672,301.825,30.000
100.400,7,274.653,332.860,30.000
100.400,8,344.711,284.973,30.000
100.400,9,258.023,332.915,30.000
100.400,10,344.983,269.504,30.000
100.400,11,232.874,351.847,30.000
100.400,12,296.287,258.164,30.000
100.400,13,223.989,352.609,30.000
100.400,14,282.846,227.735,30.000
100.500,0,345.023,352.843,30.000
100.500,1,329.766,352.597,30.000
100.500,2,344.935,335.836,30.000
100.500,3,314.383,337.026,30.000
100.500,4,344.823,318.909,30.000
100.500,5,291.782,332.860,30.000
100.500,6,344.812,301.951,30.000
100.500,7,274.786,332.861,30.000
100.500,8,344.856,285.101,30.000
100.500,9,258.156,332.913,30.000
100.500,10,345.165,269.622,30.000
100.500,11,232.885,351.957,30.000
100.500,12,297.220,258.867,30.000
100.500,13,224.074,352.733,30.000
100.500,14,282.845,227.848,30.000
100.600,0,345.156,352.966,30.000
100.600,1,329.868,352.733,30.000
100.600,2,345.073,335.962,30.000
100.600,3,314.818,337.395,30.000
100.600,4,344.962,319.034,30.000
100.600,5,291.912,332.860,30.000
100.600,6,344.952,302.075,30.000
100.600,7,274.918,332.862,30.000
100.600,8,344.999,285.228,30.000
100.600,9,258.289,332.911,30.000
100.600,10,345.340,269.736,30.000
100.600,11,232.897,352.067,30.000
100.600,12,298.197,259.577,30.000
100.600,13,224.159,352.855,30.000
100.600,14,282.844,227.961,30.000
100.700,0,345.288,353.089,30.000
100.700,1,329.971,352.868,30.000
100.700,2,345.211,336.088,30.000
100.700,3,315.259,337.787,30.000
100.700,4,345.101,319.158,30.000
100.700,5,292.042,332.860,30.000
100.700,6,345.091,302.199,30.000
100.700,7,275.051,332.862,30.000
100.700,8,345.141,285.353,30.000
100.700,9,258.421,332.909,30.000
100.700,10,345.507,269.844,30.000
100.700,11,232.908,352.176,30.000
100.700,12,299.221,260.293,30.000
100.700,13,224.242,352.977,30.000
100.700,14,282.843,228.074,30.000
100.800,0,345.419,353.211,30.000
100.800,1,330.074,353.003,30.000
100.800,2,345.347,336.213,30.000
100.800,3,315.703,338.203,30.000
100.800,4,345.239,319.282,30.000
100.800,5,292.173,332.861,30.000
100.800,6,345.229,302.322,30.000
100.800,7,275.183,332.863,30.000
100.800,8,345.282,285.478,30.000
100.800,9,258.552,332.907,30.000
100.800,10,345.667,269.947,30.000
100.800,11,232.919,352.286,30.000
100.800,12,300.290,261.012,30.000
100.800,13,224.324,353.098,30.000
100.800,14,282.842,228.186,30.000
100.900,0,345.550,353.333,30.000
100.900,1,330.177,353.136,30.000
100.900,2,345.483,336.337,30.000
100.900,3,316.150,338.641,30.000
100.900,4,345.377,319.405,30.000
100.900,5,292.303,332.861,30.000
100.900,6,345.366,302.445,30.000
100.900,7,275.315,332.863,30.000
100.900,8,345.421,285.601,30.000
100.900,9,258.681,332.905,30.000
100.900,10,345.821,270.045,30.000
100.900,11,232.930,352.395,30.000
100.900,12,301.406,261.733,30.000
100.900,13,224.405,353.218,30.000
100.900,14,282.842,228.298,30.000
101.000,0,345.680,353.455,30.000
101.000,1,330.280,353.269,30.000
101.000,2,345.618,336.461,30.000
101.000,3,316.600,339.103,30.000
101.000,4,345.513,319.527,30.000
101.000,5,292.433,332.861,30.000
101.000,6,345.503,302.568,30.000
101.000,7,275.447,332.864,30.000
101.000,8,345.558,285.723,30.000
101.000,9,258.810,332.903,30.000
101.000,10,345.968,270.139,30.000
101.000,11,232.940,352.504,30.000
101.000,12,302.565,262.454,30.000
101.000,13,224.485,353.337,30.000
101.000,14,282.841,228.410,30.000
101.100,0,345.810,353.576,30.000
101.100,1,330.383,353.401,30.000
101.100,2,345.752,336.584,30.000
101.100,3,317.050,339.586,30.000
101.100,4,345.649,319.649,30.000
101.100,5,292.563,332.862,30.000
101.100,6,345.638,302.690,30.000
101.100,7,275.579,332.864,30.000
101.100,8,345.695,285.844,30.000
101.100,9,258.939,332.901,30.000
101.100,10,346.109,270.230,30.000
101.100,11,232.950,352.612,30.000
101.100,12,303.767,263.172,30.000
101.100,13,224.565,353.456,30.000
101.100,14,282.840,228.522,30.000
101.200,0,345.939,353.697,30.000
101.200,1,330.487,353.533,30.000
101.200,2,345.886,336.707,30.000
101.200,3,317.502,340.092,30.000
101.200,4,345.784,319.771,30.000
101.200,5,292.693,332.862,30.000
101.200,6,345.774,302.811,30.000
101.200,7,275.711,332.865,30.000
101.200,8,345.830,285.964,30.000
101.200,9,259.066,332.899,30.000
101.200,10,346.244,270.316,30.000
101.200,11,232.959,352.721,30.000
101.200,12,305.011,263.887,30.000
101.200,13,224.645,353.574,30.000
101.200,14,282.839,228.633,30.000
101.300,0,346.069,353.817,30.000
101.300,1,330.591,353.663,30.000
101.300,2,346.019,336.830,30.000
101.300,3,317.953,340.619,30.000
101.300,4,345.919,319.892,30.000
101.300,5,292.823,332.862,30.000
101.300,6,345.908,302.932,30.000
101.300,7,275.842,332.865,30.000
101.300,8,345.964,286.083,30.000
101.300,9,259.193,332.897,30.000
101.300,10,346.374,270.400,30.000
101.300,11,232.968,352.829,30.000
101.300,12,306.294,264.596,30.000
101.300,13,224.724,353.692,30.000
101.300,14,282.838,228.745,30.000
101.400,0,346.198,353.937,30.000
101.400,1,330.695,353.793,30.000
101.400,2,346.152,336.952,30.000
101.400,3,318.402,341.168,30.000
101.400,4,346.053,320.013,30.000
101.400,5,292.953,332.863,30.000
101.400,6,346.042,303.053,30.000
101.400,7,275.974,332.866,30.000
101.400,8,346.097,286.202,30.000
101.400,9,259.319,332.895,30.000
101.400,10,346.499,270.480,30.000
101.400,11,232.977,352.937,30.000
101.400,12,307.615,265.298,30.000
101.400,13,224.803,353.809,30.000
101.400,14,282.838,228.856,30.000
101.500,0,346.326,354.057,30.000
101.500,1,330.800,353.922,30.000
101.500,2,346.284,337.073,30.000
101.500,3,318.849,341.739,30.000
101.500,4,346.187,320.134,30.000
101.500,5,293.082,332.863,30.000
101.500,6,346.176,303.173,30.000
101.500,7,276.105,332.866,30.000
101.500,8,346.230,286.320,30.000
101.500,9,259.444,332.893,30.000
101.500,10,346.619,270.558,30.000
101.500,11,232.985,353.044,30.000
101.500,12,308.951,265.981,30.000
101.500,13,224.882,353.926,30.000
101.500,14,282.837,228.967,30.000
101.600,0,346.455,354.177,30.000
101.600,1,330.905,354.051,30.000
101.600,2,346.415,337.195,30.000
101.600,3,319.292,342.329,30.000
101.600,4,346.320,320.254,30.000
101.600,5,293.212,332.863,30.000
101.600,6,346.309,303.293,30.000
101.600,7,276.236,332.866,30.000
101.600,8,346.361,286.437,30.000
101.600,9,259.568,332.891,30.000
101.600,10,346.735,270.634,30.000
101.600,11,232.993,353.152,30.000
101.600,12,310.297,266.642,30.000
101.600,13,224.962,354.043,30.000
101.600,14,282.836,229.078,30.000
101.700,0,346.583,354.297,30.000
101.700,1,331.010,354.179,30.000
101.700,2,346.546,337.316,30.000
101.700,3,319.730,342.940,30.000
101.700,4,346.453,320.375,30.000
101.700,5,293.341,332.863,30.000
101.700,6,346.442,303.413,30.000
101.700,7,276.367,332.866,30.000
101.700,8,346.492,286.553,30.000
101.700,9,259.692,332.889,30.000
101.700,10,346.847,270.708,30.000
101.700,11,233.000,353.259,30.000
101.700,12,311.654,267.281,30.000
101.700,13,225.041,354.160,30.000
101.700,14,282.836,229.189,30.000
101.800,0,346.711,354.417,30.000
101.800,1,331.115,354.306,30.000
101.800,2,346.677,337.436,30.000
101.800,3,320.161,343.571,30.000
101.800,4,346.585,320.494,30.000
101.800,5,293.470,332.863,30.000
101.800,6,346.574,303.533,30.000
101.800,7,276.497,332.867,30.000
101.800,8,346.622,286.669,30.000
101.800,9,259.815,332.887,30.000
101.800,10,346.956,270.781,30.000
101.800,11,233.007,353.366,30.000
101.800,12,313.022,267.898,30.000
101.800,13,225.121,354.277,30.000
101.800,14,282.835,229.299,30.000
101.900,0,346.839,354.536,30.000
101.900,1,331.221,354.433,30.000
101.900,2,346.807,337.557,30.000
101.900,3,320.584,344.220,30.000
101.900,4,346.717,320.614,30.000
101.900,5,293.599,332.864,30.000
101.900,6,346.706,303.652,30.000
101.900,7,276.627,332.867,30.000
101.900,8,346.751,286.785,30.000
101.900,9,259.938,332.885,30.000
101.900,10,347.062,270.853,30.000
101.900,11,233.014,353.473,30.000
101.900,12,314.399,268.491,30.000
101.900,13,225.200,354.393,30.000
101.900,14,282.834,229.410,30.000
102.000,0,346.967,354.656,30.000
102.000,1,331.327,354.560,30.000
102.000,2,346.938,337.678,30.000
102.000,3,320.997,344.887,30.000
102.000,4,346.849,320.734,30.000
102.000,5,293.727,332.864,30.000
102.000,6,346.838,303.772,30.000
102.000,7,276.757,332.867,30.000
102.000,8,346.880,286.900,30.000
102.000,9,260.060,332.883,30.000
102.000,10,347.166,270.924,30.000
102.000,11,233.020,353.579,30.000
102.000,12,315.787,269.062,30.000
102.000,13,225.280,354.510,30.000
102.000,14,282.834,229.520,30.000
102.100,0,347.095,354.776,30.000
102.100,1,331.434,354.685,30.000
102.100,2,347.068,337.798,30.000
102.100,3,321.398,345.570,30.000
102.100,4,346.981,320.854,30.000
102.100,5,293.856,332.864,30.000
102.100,6,346.970,303.891,30.000
102.100,7,276.887,332.867,30.000
102.100,8,347.008,287.015,30.000
102.100,9,260.182,332.882,30.000
102.100,10,347.268,270.996,30.000
102.100,11,233.026,353.686,30.000
102.100,12,317.183,269.609,30.000
102.100,13,225.360,354.627,30.000
102.100,14,282.833,229.631,30.000
102.200,0,347.223,354.896,30.000
102.200,1,331.541,354.811,30.000
102.200,2,347.197,337.918,30.000
102.200,3,321.785,346.269,30.000
102.200,4,347.112,320.973,30.000
102.200,5,293.984,332.864,30.000
102.200,6,347.101,304.011,30.000
102.200,7,277.016,332.867,30.000
102.200,8,347.136,287.129,30.000
102.200,9,260.303,332.880,30.000
102.200,10,347.368,271.067,30.000
102.200,11,233.032,353.792,30.000
102.200,12,318.589,270.132,30.000
102.200,13,225.441,354.744,30.000
102.200,14,282.833,229.741,30.000
102.300,0,347.351,355.016,30.000
102.300,1,331.649,354.936,30.000
102.300,2,347.327,338.039,30.000
102.300,3,322.157,346.981,30.000
102.300,4,347.244,321.093,30.000
102.300,5,294.112,332.864,30.000
102.300,6,347.233,304.130,30.000
102.300,7,277.145,332.867,30.000
102.300,8,347.264,287.244,30.000
102.300,9,260.423,332.878,30.000
102.300,10,347.467,271.139,30.000
102.300,11,233.037,353.898,30.000
102.300,12,320.004,270.631,30.000
102.300,13,225.521,354.861,30.000
102.300,14,282.832,229.851,30.000
102.400,0,347.480,355.135,30.000
102.400,1,331.757,355.061,30.000
102.400,2,347.457,338.159,30.000
102.400,3,322.510,347.704,30.000
102.400,4,347.375,321.213,30.000
102.400,5,294.240,332.864,30.000
102.400,6,347.364,304.250,30.000
102.400,7,277.274,332.867,30.000
102.400,8,347.391,287.359,30.000
102.400,9,260.543,332.876,30.000
102.400,10,347.565,271.211,30.000
102.400,11,233.042,354.003,30.000
102.400,12,321.427,271.105,30.000
102.400,13,225.602,354.978,30.000
102.400,14,282.831,229.961,30.000
102.500,0,347.608,355.256,30.000
102.500,1,331.865,355.185,30.000
102.500,2,347.586,338.279,30.000
102.500,3,322.844,348.436,30.000
102.500,4,347.506,321.332,30.000
102.500,5,294.367,332.864,30.000
102.500,6,347.495,304.369,30.000
102.500,7,277.403,332.867,30.000
102.500,8,347.519,287.473,30.000
102.500,9,260.663,332.874,30.000
102.500,10,347.663,271.285,30.000
102.500,11,233.047,354.109,30.000
102.500,12,322.858,271.555,30.000
102.500,13,225.682,355.096,30.000
102.500,14,282.831,230.071,30.000
102.600,0,347.736,355.376,30.000
102.600,1,331.974,355.309,30.000
102.600,2,347.716,338.400,30.000
102.600,3,323.156,349.175,30.000
102.600,4,347.637,321.452,30.000
102.600,5,294.495,332.864,30.000
102.600,6,347.626,304.489,30.000
102.600,7,277.531,332.867,30.000
102.600,8,347.646,287.588,30.000
102.600,9,260.782,332.873,30.000
102.600,10,347.761,271.359,30.000
102.600,11,233.052,354.214,30.000
102.600,12,324.297,271.978,30.000
102.600,13,225.763,355.214,30.000
102.600,14,282.831,230.181,30.000
102.700,0,347.865,355.496,30.000
102.700,1,332.084,355.433,30.000
102.700,2,347.845,338.520,30.000
102.700,3,323.444,349.917,30.000
102.700,4,347.768,321.572,30.000
102.700,5,294.622,332.864,30.000
102.700,6,347.758,304.609,30.000
102.700,7,277.659,332.867,30.000
102.700,8,347.774,287.703,30.000
102.700,9,260.901,332.871,30.000
102.700,10,347.860,271.436,30.000
102.700,11,233.056,354.319,30.000
102.700,12,325.743,272.377,30.000
102.700,13,225.844,355.333,30.000
102.700,14,282.830,230.290,30.000
102.800,0,347.994,355.617,30.000
102.800,1,332.194,355.556,30.000
102.800,2,347.975,338.641,30.000
102.800,3,323.707,350.660,30.000
102.800,4,347.900,321.692,30.000
102.800,5,294.749,332.864,30.000
102.800,6,347.889,304.728,30.000
102.800,7,277.787,332.867,30.000
102.800,8,347.901,287.818,30.000
102.800,9,261.020,332.869,30.000
102.800,10,347.959,271.514,30.000
102.800,11,233.061,354.424,30.000
102.800,12,327.196,272.748,30.000
102.800,13,225.925,355.451,30.000
102.800,14,282.830,230.400,30.000
102.900,0,348.123,355.738,30.000
102.900,1,332.304,355.680,30.000
102.900,2,348.104,338.762,30.000
102.900,3,323.944,351.399,30.000
102.900,4,348.031,321.812,30.000
102.900,5,294.875,332.864,30.000
102.900,6,348.020,304.849,30.000
102.900,7,277.914,332.867,30.000
102.900,8,348.029,287.933,30.000
102.900,9,261.138,332.868,30.000
102.900,10,348.059,271.594,30.000
102.900,11,233.065,354.529,30.000
102.900,12,328.654,273.093,30.000
102.900,13,226.006,355.571,30.000
102.900,14,282.829,230.509,30.000
103.000,0,348.252,355.859,30.000
103.000,1,332.418,355.804,30.000
103.000,2,348.234,338.883,30.000
103.000,3,324.151,352.130,30.000
103.000,4,348.162,321.933,30.000
103.000,5,295.002,332.863,30.000
103.000,6,348.151,304.969,30.000
103.000,7,278.042,332.866,30.000
103.000,8,348.156,288.049,30.000
103.000,9,261.256,332.866,30.000
103.000,10,348.160,271.676,30.000
103.000,11,233.069,354.633,30.000
103.000,12,330.113,273.408,30.000
103.000,13,226.088,355.690,30.000
103.000,14,282.829,230.619,30.000
103.100,0,348.382,355.981,30.000
103.100,1,332.535,355.930,30.000
103.100,2,348.364,339.004,30.000
103.100,3,324.329,352.848,30.000
103.100,4,348.293,322.053,30.000
103.100,5,295.128,332.863,30.000
103.100,6,348.283,305.089,30.000
103.100,7,278.168,332.866,30.000
103.100,8,348.284,288.165,30.000
103.100,9,261.374,332.865,30.000
103.100,10,348.262,271.760,30.000
103.100,11,233.072,354.738,30.000
103.100,12,331.570,273.694,30.000
103.100,13,226.169,355.810,30.000
103.100,14,282.828,230.728,30.000
103.200,0,348.511,356.102,30.000
103.200,1,332.656,356.057,30.000
103.200,2,348.494,339.125,30.000
103.200,3,324.478,353.549,30.000
103.200,4,348.425,322.174,30.000
103.200,5,295.254,332.863,30.000
103.200,6,348.414,305.210,30.000
103.200,7,278.295,332.866,30.000
103.200,8,348.413,288.281,30.000
103.200,9,261.491,332.863,30.000
103.200,10,348.367,271.846,30.000
103.200,11,233.076,354.842,30.000
103.200,12,333.022,273.949,30.000
103.200,13,226.249,355.931,30.000
103.200,14,282.828,230.838,30.000
103.300,0,348.641,356.224,30.000
103.300,1,332.779,356.185,30.000
103.300,2,348.624,339.247,30.000
103.300,3,324.598,354.230,30.000
103.300,4,348.557,322.295,30.000
103.300,5,295.380,332.863,30.000
103.300,6,348.546,305.331,30.000
103.300,7,278.421,332.866,30.000
103.300,8,348.541,288.398,30.000
103.300,9,261.609,332.862,30.000
103.300,10,348.472,271.936,30.000
103.300,11,233.080,354.946,30.000
103.300,12,334.464,274.171,30.000
103.300,13,226.330,356.052,30.000
103.300,14,282.828,230.947,30.000
103.400,0,348.771,356.346,30.000
103.400,1,332.906,356.314,30.000
103.400,2,348.754,339.369,30.000
103.400,3,324.692,354.888,30.000
103.400,4,348.688,322.417,30.000
103.400,5,295.505,332.863,30.000
103.400,6,348.678,305.452,30.000
103.400,7,278.547,332.865,30.000
103.400,8,348.670,288.515,30.000
103.400,9,261.726,332.861,30.000
103.400,10,348.580,272.027,30.000
103.400,11,233.083,355.049,30.000
103.400,12,335.893,274.360,30.000
103.400,13,226.411,356.173,30.000
103.400,14,282.827,231.056,30.000
103.500,0,348.902,356.469,30.000
103.500,1,333.035,356.443,30.000
103.500,2,348.885,339.491,30.000
103.500,3,324.761,355.521,30.000
103.500,4,348.820,322.538,30.000
103.500,5,295.631,332.862,30.000
103.500,6,348.810,305.574,30.000
103.500,7,278.673,332.865,30.000
103.500,8,348.799,288.632,30.000
103.500,9,261.843,332.859,30.000
103.500,10,348.690,272.121,30.000
103.500,11,233.086,355.153,30.000
103.500,12,337.305,274.515,30.000
103.500,13,226.491,356.294,30.000
103.500,14,282.827,231.166,30.000
103.600,0,349.032,356.591,30.000
103.600,1,333.167,356.572,30.000
103.600,2,349.015,339.613,30.000
103.600,3,324.808,356.125,30.000
103.600,4,348.952,322.660,30.000
103.600,5,295.756,332.862,30.000
103.600,6,348.942,305.695,30.000
103.600,7,278.798,332.865,30.000
103.600,8,348.929,288.750,30.000
103.600,9,261.959,332.858,30.000
103.600,10,348.802,272.218,30.000
103.600,11,233.090,355.256,30.000
103.600,12,338.697,274.634,30.000
103.600,13,226.571,356.417,30.000
103.600,14,282.827,231.275,30.000
103.700,0,349.163,356.714,30.000
103.700,1,333.300,356.701,30.000
103.700,2,349.146,339.735,30.000
103.700,3,324.834,356.700,30.000
103.700,4,349.084,322.782,30.000
103.700,5,295.880,332.862,30.000
103.700,6,349.074,305.817,30.000
103.700,7,278.924,332.865,30.000
103.700,8,349.059,288.869,30.000
103.700,9,262.076,332.857,30.000
103.700,10,348.916,272.317,30.000
103.700,11,233.093,355.360,30.000
103.700,12,340.065,274.717,30.000
103.700,13,226.651,356.539,30.000
103.700,14,282.826,231.384,30.000
103.800,0,349.294,356.837,30.000
103.800,1,333.436,356.831,30.000
103.800,2,349.277,339.858,30.000
103.800,3,324.843,357.244,30.000
103.800,4,349.217,322.904,30.000
103.800,5,296.005,332.862,30.000
103.800,6,349.207,305.939,30.000
103.800,7,279.049,332.864,30.000
103.800,8,349.189,288.988,30.000
103.800,9,262.192,332.856,30.000
103.800,10,349.036,272.418,30.000
103.800,11,233.096,355.463,30.000
103.800,12,341.401,274.764,30.000
103.800,13,226.731,356.662,30.000
103.800,14,282.826,231.493,30.000
103.900,0,349.425,356.961,30.000
103.900,1,333.572,356.959,30.000
103.900,2,349.408,339.981,30.000
103.900,3,324.836,357.754,30.000
103.900,4,349.349,323.027,30.000
103.900,5,296.129,332.861,30.000
103.900,6,349.340,306.062,30.000
103.900,7,279.173,332.864,30.000
103.900,8,349.320,289.107,30.000
103.900,9,262.308,332.855,30.000
103.900,10,349.161,272.521,30.000
103.900,11,233.099,355.565,30.000
103.900,12,342.702,274.773,30.000
103.900,13,226.810,356.785,30.000
103.900,14,282.826,231.602,30.000
104.000,0,349.556,357.084,30.000
104.000,1,333.710,357.088,30.000
104.000,2,349.539,340.104,30.000
104.000,3,324.815,358.232,30.000
104.000,4,349.482,323.150,30.000
104.000,5,296.253,332.861,30.000
104.000,6,349.472,306.185,30.000
104.000,7,279.298,332.863,30.000
104.000,8,349.451,289.228,30.000
104.000,9,262.425,332.854,30.000
104.000,10,349.291,272.625,30.000
104.000,11,233.102,355.668,30.000
104.000,12,343.964,274.746,30.000
104.000,13,226.889,356.909,30.000
104.000,14,282.825,231.711,30.000
104.100,0,349.688,357.208,30.000
104.100,1,333.849,357.216,30.000
104.100,2,349.671,340.228,30.000
104.100,3,324.784,358.676,30.000
104.100,4,349.615,323.273,30.000
104.100,5,296.377,332.861,30.000
104.100,6,349.605,306.308,30.000
104.100,7,279.422,332.863,30.000
104.100,8,349.583,289.348,30.000
104.100,9,262.541,332.853,30.000
104.100,10,349.429,272.730,30.000
104.100,11,233.105,355.770,30.000
104.100,12,345.180,274.682,30.000
104.100,13,226.967,357.033,30.000
104.100,14,282.825,231.820,30.000
104.200,0,349.819,357.332,30.000
104.200,1,333.988,357.343,30.000
104.200,2,349.802,340.351,30.000
104.200,3,324.743,359.085,30.000
104.200,4,349.748,323.396,30.000
104.200,5,296.501,332.860,30.000
104.200,6,349.738,306.431,30.000
104.200,7,279.545,332.863,30.000
104.200,8,349.715,289.469,30.000
104.200,9,262.657,332.852,30.000
104.200,10,349.578,272.833,30.000
104.200,11,233.108,355.872,30.000
104.200,12,346.342,274.582,30.000
104.200,13,227.045,357.157,30.000
104.200,14,282.825,231.929,30.000
104.300,0,349.951,357.456,30.000
104.300,1,334.126,357.470,30.000
104.300,2,349.934,340.475,30.000
104.300,3,324.695,359.460,30.000
104.300,4,349.881,323.520,30.000
104.300,5,296.624,332.860,30.000
104.300,6,349.872,306.554,30.000
104.300,7,279.669,332.862,30.000
104.300,8,349.847,289.590,30.000
104.300,9,262.773,332.851,30.000
104.300,10,349.742,272.933,30.000
104.300,11,233.111,355.974,30.000
104.300,12,347.441,274.449,30.000
104.300,13,227.123,357.282,30.000
104.300,14,282.825,232.038,30.000
104.400,0,350.083,357.581,30.000
104.400,1,334.262,357.596,30.000
104.400,2,350.066,340.599,30.000
104.400,3,324.643,359.801,30.000
104.400,4,350.014,323.643,30.000
104.400,5,296.748,332.860,30.000
104.400,6,350.005,306.678,30.000
104.400,7,279.792,332.862,30.000
104.400,8,349.980,289.712,30.000
104.400,9,262.888,332.850,30.000
104.400,10,349.930,273.020,30.000
104.400,11,233.114,356.076,30.000
104.400,12,348.465,274.289,30.000
104.400,13,227.200,357.406,30.000
104.400,14,282.825,232.147,30.000
104.500,0,350.215,357.705,30.000
104.500,1,334.395,357.723,30.000
104.500,2,350.198,340.723,30.000
104.500,3,324.589,360.108,30.000
104.500,4,350.147,323.767,30.000
104.500,5,296.871,332.859,30.000
104.500,6,350.138,306.801,30.000
104.500,7,279.915,332.861,30.000
104.500,8,350.113,289.835,30.000
104.500,9,263.004,332.849,30.000
104.500,10,350.160,273.073,30.000
104.500,11,233.117,356.177,30.000
104.500,12,349.395,274.119,30.000
104.500,13,227.276,357.532,30.000
104.500,14,282.824,232.256,30.000
104.600,0,350.347,357.830,30.000
104.600,1,334.524,357.849,30.000
104.600,2,350.330,340.848,30.000
104.600,3,324.533,360.382,30.000
104.600,4,350.281,323.891,30.000
104.600,5,296.994,332.859,30.000
104.600,6,350.272,306.925,30.000
104.600,7,280.038,332.861,30.000
104.600,8,350.246,289.957,30.000
104.600,9,263.120,332.848,30.000
104.600,10,350.462,273.025,30.000
104.600,11,233.122,356.278,30.000
104.600,12,350.206,273.976,30.000
104.600,13,227.350,357.657,30.000
104.600,14,282.824,232.365,30.000
104.700,0,350.480,357.955,30.000
104.700,1,334.651,357.975,30.000
104.700,2,350.463,340.972,30.000
104.700,3,324.475,360.623,30.000
104.700,4,350.414,324.015,30.000
104.700,5,297.116,332.859,30.000
104.700,6,350.406,307.050,30.000
104.700,7,280.161,332.860,30.000
104.700,8,350.379,290.081,30.000
104.700,9,263.236,332.847,30.000
104.700,10,350.777,272.862,30.000
104.700,11,233.128,356.378,30.000
104.700,12,350.909,273.912,30.000
104.700,13,227.423,357.784,30.000
104.700,14,282.824,232.473,30.000
104.800,0,350.612,358.080,30.000
104.800,1,334.776,358.100,30.000
104.800,2,350.595,341.097,30.000
104.800,3,324.415,360.832,30.000
104.800,4,350.548,324.140,30.000
104.800,5,297.239,332.858,30.000
104.800,6,350.540,307.174,30.000
104.800,7,280.283,332.860,30.000
104.800,8,350.513,290.204,30.000
104.800,9,263.352,332.847,30.000
104.800,10,351.045,272.591,30.000
104.800,11,233.135,356.478,30.000
104.800,12,351.561,273.929,30.000
104.800,13,227.493,357.911,30.000
104.800,14,282.824,232.582,30.000
104.900,0,350.744,358.205,30.000
104.900,1,334.897,358.225,30.000
104.900,2,350.728,341.222,30.000
104.900,3,324.354,361.010,30.000
104.900,4,350.681,324.264,30.000
104.900,5,297.361,332.858,30.000
104.900,6,350.673,307.298,30.000
104.900,7,280.406,332.859,30.000
104.900,8,350.647,290.328,30.000
104.900,9,263.467,332.846,30.000
104.900,10,351.244,272.260,30.000
104.900,11,233.184,356.580,30.000
104.900,12,352.193,273.968,30.000
104.900,13,227.562,358.038,30.000
104.900,14,282.824,232.691,30.000
