time,uav0_pdr,uav0_delay,uav0_throughput,uav1_pdr,uav1_delay,uav1_throughput,uav2_pdr,uav2_delay,uav2_throughput,uav3_pdr,uav3_delay,uav3_throughput,uav4_pdr,uav4_delay,uav4_throughput,uav5_pdr,uav5_delay,uav5_throughput,uav6_pdr,uav6_delay,uav6_throughput,uav7_pdr,uav7_delay,uav7_throughput,uav8_pdr,uav8_delay,uav8_throughput,uav9_pdr,uav9_delay,uav9_throughput,uav10_pdr,uav10_delay,uav10_throughput,uav11_pdr,uav11_delay,uav11_throughput,uav12_pdr,uav12_delay,uav12_throughput,uav13_pdr,uav13_delay,uav13_throughput,uav14_pdr,uav14_delay,uav14_throughput,uav15_pdr,uav15_delay,uav15_throughput,uav16_pdr,uav16_delay,uav16_throughput,uav17_pdr,uav17_delay,uav17_throughput,uav18_pdr,uav18_delay,uav18_throughput,uav19_pdr,uav19_delay,uav19_throughput,uav20_pdr,uav20_delay,uav20_throughput,uav21_pdr,uav21_delay,uav21_throughput,uav22_pdr,uav22_delay,uav22_throughput,uav23_pdr,uav23_delay,uav23_throughput,uav24_pdr,uav24_delay,uav24_throughput,uav25_pdr,uav25_delay,uav25_throughput,uav26_pdr,uav26_delay,uav26_throughput,uav27_pdr,uav27_delay,uav27_throughput,uav28_pdr,uav28_delay,uav28_throughput,uav29_pdr,uav29_delay,uav29_throughput
69,0.5,0.00244911,101236,0,0,0,0,0,0,1,0.00538578,201496,1,0.00452738,201252,1,0.00491109,200764,1,0.00449493,200520,1,0.0028664,200276,1,0.00316246,200032,0.973138,0.0067441,194422,0.474296,0.00159403,94527.5,0.5,0.00146603,99528.3,1,0.00511687,198813,0.5,0.0016852,99284.4,0.5,0.00191659,99040.5,1,0.00362926,197837,0.5,0.000785489,98796.5,0.5,0.000915682,98674.6,1,0.00392038,197105,1,0.00292456,196617,0.978882,0.00846418,192226,0.986318,0.00712998,193446,1,0.00310668,195885,1,0.00390246,195398,0.48625,0.00453084,94893.4,0,0,0,0,0,0,0.5,0.000957291,97210.9,0,0,0,0,0,0
70,0.5,0.00246092,101232,0,0,0,0,0,0,1,0.00538729,201503,1,0.00452728,201263,1,0.00491522,201022,1,0.00449886,200541,1,0.00287321,200301,1,0.0031652,200060,0.966306,0.00705642,193087,0.466867,0.00159403,93177.1,0.5,0.00146218,99549.3,1,0.00513468,198858,0.5,0.00168463,99308.8,0.5,0.00192147,99188.6,1,0.00363371,197896,0.5,0.00079191,98827.9,0.5,0.000923139,98707.7,1,0.00392598,197175,1,0.00292931,196934,0.979192,0.0083883,192366,0.98652,0.00708458,193568,1,0.0031061,195973,1,0.00390855,195732,0.486453,0.00447894,94980.6,0,0,0,0,0,0,0.5,0.000954633,97264.9,0,0,0,0,0,0
71,0.5,0.00247487,101229,0,0,0,0,0,0,1,0.00538285,201510,1,0.00453933,201273,1,0.00492493,201036,1,0.00450937,200799,1,0.00288409,200325,1,0.00316903,200087,0.964413,0.00734345,192738,0.464371,0.00160046,92694.5,0.495838,0.00146169,98858.4,0.992849,0.00514504,197480,0.5,0.00168484,99332.5,0.5,0.00193203,99214,1,0.00369999,198191,0.5,0.000800594,98858.4,0.5,0.000927008,98739.8,1,0.00400667,197243,1,0.00295158,197006,0.979518,0.00831138,192738,0.986715,0.00704672,193687,1,0.00312384,196057,1,0.00395614,195820,0.486667,0.00442351,95183.8,0,0,0,0,0,0,0.496346,0.000956905,96606.2,0,0,0,0,0,0
72,0.5,0.00248467,101226,0,0,0,0,0,0,0.998841,0.005367,201516,1,0.00455856,201283,1,0.00494219,201049,1,0.00453028,200815,1,0.0028968,200581,1,0.00317465,200114,0.964912,0.00732898,192867,0.464871,0.00160341,92809.8,0.488863,0.00146169,97485.3,0.9777,0.00514504,194737,0.5,0.00168243,99355.6,0.5,0.00193671,99238.7,1,0.00372577,198244,0.5,0.000805319,99004.9,0.5,0.000929394,98771.1,1,0.00403491,197308,1,0.00298075,197075,0.97981,0.00824406,192867,0.986326,0.00699796,193919,1,0.00314717,196140,1,0.004002,195906,0.486858,0.00437575,95264.4,0,0,0,0,0,0,0.489196,0.000956905,95264.4,0,0,0,0,0,0
73,0.5,0.00247937,101223,0,0,0,0,0,0,1,0.00534882,201753,0.998856,0.00456896,201292,1,0.00494796,201062,1,0.0045595,200831,1,0.00291325,200601,1,0.00317801,200370,0.965398,0.00731778,192992,0.465358,0.00160551,92921.9,0.482081,0.00146169,96149.9,0.96412,0.00514504,192069,0.499421,0.00168515,99378,0.5,0.00195953,99262.7,1,0.00375505,198295,0.5,0.000816323,99032.1,0.5,0.000935294,98916.8,1,0.00404988,197372,1,0.00299238,197142,0.980094,0.00818368,192992,0.987104,0.00694599,194144,0.999413,0.00317044,196335,1,0.00401115,195989,0.487044,0.00434789,95342.9,0,0,0,0,0,0,0.482249,0.000956905,93959.5,0,0,0,0,0,0
74,0.5,0.00248594,101333,0,0,0,0,0,0,1,0.00533009,201757,1,0.00459851,201529,0.99887,0.0049553,201074,1,0.00456375,200847,1,0.00295417,200619,1,0.00319137,200392,0.965909,0.00729724,193341,0.465831,0.00160713,93030.9,0.475485,0.00146169,94850.6,0.950913,0.00514504,189474,0.5,0.00169737,99513.5,0.499428,0.00195449,99286.1,1,0.00377757,198345,0.5,0.000835879,99058.6,0.5,0.000942851,98944.9,0.999425,0.00408617,197549,1,0.00300652,197207,0.98037,0.00812253,193113,0.987283,0.00690292,194250,1,0.00321271,196525,0.998841,0.00405723,196070,0.487224,0.00431393,95419.2,0,0,0,0,0,0,0.474942,0.000956905,92689.7,0,0,0,0,0,0
75,0.5,0.00249313,101329,0,0,0,0,0,0,1,0.00530525,201760,1,0.00460164,201535,1,0.00497114,201311,1,0.00459681,200862,1,0.00296197,200637,1,0.00319636,200413,0.966368,0.0072903,193456,0.46633,0.00161183,93249.3,0.469066,0.00146169,93585.9,0.938063,0.00514504,186947,0.5,0.00172097,99533.2,0.5,0.00198386,99421,0.99887,0.00381956,198393,0.5,0.000841994,99084.4,0.5,0.000943452,98972.2,1,0.00411893,197720,1,0.00305425,197495,0.980638,0.00807555,193231,0.987457,0.00685087,194353,1,0.0032308,196598,1,0.00409475,196373,0.486842,0.00428443,95493.5,0,0,0,0,0,0,0.468391,0.000956905,91453.9,0,0,0,0,0,0
76,0.496721,0.00249026,100660,0,0,0,0,0,0,1,0.00529412,201763,1,0.00461565,201541,1,0.00498449,201320,1,0.00460025,201098,1,0.00297818,200655,1,0.00323402,200434,0.966814,0.00728422,193568,0.466777,0.00161643,93351.2,0.469512,0.00250563,93794.1,0.932222,0.00516808,185816,0.5,0.00172377,99552.4,0.496659,0.00198797,98777.3,0.993311,0.00382069,197333,0.5,0.000851457,99109.5,0.5,0.000982569,98998.7,1,0.00417315,197776,1,0.00310131,197555,0.98092,0.00813241,193568,0.987627,0.00684464,194454,1,0.00331639,196669,1,0.00411458,196447,0.487585,0.00424726,95676.6,0,0,0,0,0,0,0.468821,0.00210426,91579.4,0,0,0,0,0,0
77,0.490291,0.00249026,99352.5,0,0,0,0,0,0,0.999459,0.00528737,201875,1,0.0046216,201547,1,0.00497759,201328,1,0.00459346,201110,1,0.00298958,200891,1,0.00325415,200454,0.967249,0.00726479,193677,0.467213,0.00161966,93450.4,0.469912,0.00249613,93887.6,0.93264,0.00521126,186136,0.5,0.00172594,99571.1,0.49011,0.00198797,97494.4,0.980198,0.00382069,194770,0.5,0.000857781,99243.2,0.5,0.00099161,99024.6,1,0.00418015,197831,1,0.00311455,197612,0.981174,0.00807632,193677,0.987805,0.00680876,194770,1,0.0033339,196738,1,0.00410891,196519,0.487751,0.00420703,95745.7,0,0,0,0,0,0,0.469239,0.00209134,91701.6,0,0,0,0,0,0
78,0.484026,0.00249026,98078.8,0,0,0,0,0,0,1,0.00530585,201984,0.99893,0.00463221,201552,1,0.00497659,201337,1,0.00458622,201121,1,0.00300437,200905,1,0.00327379,200689,0.967672,0.00724791,193784,0.467638,0.00162365,93547.1,0.470302,0.00248707,93978.7,0.934054,0.00525296,186447,0.499459,0.00172533,99589.3,0.483731,0.00198797,96244.5,0.967427,0.00382069,192273,0.5,0.000863592,99265.6,0.5,0.00101079,99157.7,1,0.00423833,197884,1,0.00313398,197668,0.981421,0.00803212,193784,0.987965,0.00680742,194863,1,0.00337802,197021,1,0.00412776,196589,0.487912,0.00416512,95812.9,0,0,0,0,0,0,0.469647,0.0020944,91820.7,0,0,0,0,0,0
79,0.477416,0.00249026,96837.3,0,0,0,0,0,0,1,0.00531814,201984,1,0.00464761,201771,0.998943,0.00497058,201345,1,0.00457432,201132,1,0.00301669,200919,1,0.0032908,200706,0.968119,0.00723179,194101,0.468051,0.00162895,93641.3,0.470682,0.00247945,94067.4,0.934899,0.00525591,186643,0.5,0.00174146,99713.6,0.477005,0.00198797,95026.2,0.954984,0.00382069,189839,0.5,0.000876172,99287.5,0.5,0.0010174,99181,0.999462,0.00427948,198042,1,0.00313863,197723,0.981661,0.00797191,193888,0.988121,0.00679021,194953,1,0.00339736,197084,0.998918,0.00413401,196657,0.488069,0.0041271,95878.5,0,0,0,0,0,0,0.470076,0.00210214,92043.3,0,0,0,0,0,0
80,0.471473,0.00249026,95626.8,0,0,0,0,0,0,1,0.00534171,201984,1,0.00468106,201774,1,0.00498536,201563,0.999478,0.00456725,201248,1,0.00301995,200932,1,0.00330874,200722,0.96852,0.00722558,194199,0.468487,0.00163929,93838.4,0.471053,0.00246987,94154,0.935722,0.00526137,186835,0.5,0.00174961,99729.6,0.470961,0.00198797,93838.4,0.94186,0.00382069,187466,0.5,0.000878629,99308.8,0.5,0.0010441,99203.6,1,0.00432655,198197,1,0.00315591,197986,0.981896,0.007917,193989,0.988273,0.0067871,195041,1,0.00343203,197145,1,0.00416699,196934,0.488235,0.00409013,96047.6,0,0,0,0,0,0,0.470462,0.00210378,92155.2,0,0,0,0,0,0
81,0.471824,0.00357105,95693,0,0,0,0,0,0,1,0.00537534,201984,1,0.00470574,201776,1,0.0050281,201568,1,0.00457256,201361,0.998967,0.00306423,200945,1,0.00331557,200737,0.968912,0.007214,194295,0.46888,0.00165485,93926.7,0.471443,0.00250653,94342.3,0.936524,0.00527124,187022,0.5,0.0017491,99745.2,0.470803,0.00274561,93822.8,0.93737,0.0040725,186607,0.5,0.000884707,99433.5,0.5,0.00105401,99225.7,1,0.00436079,198244,1,0.00328058,198036,0.982143,0.00786663,194295,0.988421,0.00675266,195127,1,0.00345677,197205,1,0.00419262,196997,0.488384,0.00406272,96108.6,0,0,0,0,0,0,0.470838,0.00212672,92264.3,0,0,0,0,0,0
82,0.472166,0.00355531,95757.7,0,0,0,0,0,0,0.999492,0.00537928,202087,1,0.00470159,201779,1,0.00502602,201573,1,0.00457463,201368,1,0.00306132,201163,1,0.00331234,200752,0.969294,0.00718945,194389,0.469262,0.00165532,94012.9,0.471795,0.00249391,94423.4,0.937372,0.00527118,187410,0.5,0.0017474,99760.4,0.471164,0.0027337,93910.2,0.938144,0.00405864,186794,0.5,0.000883105,99452.5,0.499483,0.00105064,99247.2,1,0.0043515,198289,1,0.00327239,198084,0.982365,0.00780036,194389,0.988577,0.00669812,195415,1,0.00345511,197263,1,0.00418367,197058,0.48853,0.00402037,96168.2,0,0,0,0,0,0,0.471204,0.00211007,92370.7,0,0,0,0,0,0
83,0.4725,0.00353585,95820.7,0,0,0,0,0,0,1,0.00538598,202187,1,0.0047028,201984,1,0.00502363,201578,1,0.00457703,201376,1,0.00305867,201173,1,0.00331278,200970,0.969666,0.00716925,194481,0.469636,0.00165288,94097,0.472138,0.00248213,94502.6,0.938134,0.0052714,187586,0.5,0.00174901,99876.6,0.471516,0.00272731,93995.6,0.9389,0.0040534,186977,0.5,0.000881542,99471,0.5,0.0010498,99369.6,1,0.00436483,198334,1,0.0032696,198131,0.982582,0.00773684,194481,0.988718,0.00665922,195495,1,0.00345324,197523,1,0.0041832,197117,0.488671,0.00397908,96226.3,0,0,0,0,0,0,0.471074,0.00210029,92474.6,0,0,0,0,0,0
84,0.472853,0.00351627,95982.5,0,0,0,0,0,0,1,0.00538622,202184,1,0.00470307,201984,1,0.0050167,201784,1,0.00457739,201383,1,0.00305614,201182,1,0.00331644,200982,0.97006,0.0071394,194770,0.47,0.00165176,94179,0.472472,0.00247203,94579.8,0.938878,0.00527388,187757,0.5,0.00174986,99889.9,0.471386,0.00271851,94078.9,0.939638,0.00404461,187156,0.5,0.000880017,99489.1,0.5,0.00104903,99389,1,0.00436296,198578,1,0.00326189,198177,0.982794,0.00767423,194570,0.988855,0.00662844,195572,1,0.00344598,197576,1,0.00416927,197375,0.48881,0.00393882,96283,0,0,0,0,0,0,0.471939,0.00208138,92676.2,0,0,0,0,0,0
85,0.473171,0.00350199,96041.4,0,0,0,0,0,0,1,0.00538495,202182,1,0.00470245,201984,1,0.00501059,201786,0.999509,0.00457611,201489,1,0.0030536,201192,1,0.00331409,200994,0.970414,0.00711518,194855,0.470385,0.00164934,94358.2,0.472799,0.00245774,94655.2,0.939604,0.00527989,187924,0.5,0.00174973,99902.9,0.472222,0.00271188,94259.2,0.940417,0.00403355,187528,0.5,0.000878528,99506.8,0.5,0.001046,99407.8,1,0.00435108,198618,1,0.00325844,198420,0.983,0.00761701,194657,0.988989,0.00658457,195647,1,0.00343649,197627,1,0.00415409,197429,0.488956,0.00389633,96437.5,0,0,0,0,0,0,0.472278,0.0020644,92774,0,0,0,0,0,0
86,0.473481,0.00349302,96099,0,0,0,0,0,0,1,0.00538462,202180,1,0.00470018,201984,1,0.0050026,201788,1,0.00457391,201593,0.999514,0.00305117,201299,1,0.00330939,201005,0.97076,0.00709299,194938,0.470732,0.00164888,94435.3,0.473145,0.00244509,94826.8,0.940313,0.00527566,188088,0.5,0.0017537,99915.5,0.472549,0.00270122,94337.5,0.941119,0.00402921,187696,0.5,0.000876955,99622,0.5,0.00104307,99426.2,1,0.00434372,198657,1,0.00326025,198461,0.983218,0.00755284,194938,0.98912,0.00654012,195721,1,0.00343444,197678,1,0.00416382,197482,0.489087,0.00385811,96490.4,0,0,0,0,0,0,0.47261,0.00205652,92869.6,0,0,0,0,0,0
87,0.473785,0.00347851,96155.2,0,0,0,0,0,0,1,0.00538403,202371,1,0.00469653,201984,1,0.00499661,201791,1,0.00457743,201597,1,0.00304853,201404,0.999519,0.00330702,201113,0.971098,0.00706698,195019,0.47107,0.00164787,94510.7,0.473456,0.00243178,94897.7,0.941063,0.00526749,188441,0.5,0.00175357,99927.9,0.472868,0.00269578,94414,0.941804,0.0040202,187861,0.5,0.000875539,99637.7,0.5,0.00104024,99541,1,0.0043399,198695,1,0.00325457,198502,0.983415,0.00749585,195019,0.989258,0.0064998,195986,1,0.00343169,197728,1,0.00416019,197534,0.489216,0.0038208,96542.2,0,0,0,0,0,0,0.472933,0.00204098,92962.9,0,0,0,0,0,0
88,0.473635,0.00346298,96210.2,0,0,0,0,0,0,1,0.00537779,202367,1,0.00469229,202175,1,0.00499527,201793,1,0.00457886,201601,1,0.00304604,201410,1,0.00330424,201219,0.970504,0.00705159,195098,0.471401,0.00164333,94584.4,0.47376,0.00242144,94966.9,0.941738,0.00527358,188595,0.5,0.00175888,100036,0.47318,0.00268765,94488.7,0.942474,0.00401508,188021,0.5,0.000874155,99653.1,0.5,0.00103993,99557.5,0.999519,0.00433274,198828,1,0.00325253,198541,0.983607,0.00743973,195098,0.989382,0.00646792,196055,1,0.00343095,197967,1,0.00415475,197585,0.489341,0.00378438,96592.7,0,0,0,0,0,0,0.472789,0.00203213,93054.2,0,0,0,0,0,0
89,0.474395,0.00344642,96358.5,0,0,0,0,0,0,1,0.00537451,202362,1,0.00468537,202173,1,0.00500074,201984,1,0.00458171,201606,1,0.00304373,201417,1,0.00329992,201228,0.971778,0.00706182,195365,0.471281,0.00164213,94656.4,0.474057,0.00240955,95034.6,0.942398,0.00527531,188745,0.5,0.00176921,100046,0.47351,0.00267856,94656.4,0.943128,0.00400654,188178,0.5,0.000872803,99668.1,0.5,0.0010395,99573.6,1,0.00433523,198958,0.999049,0.00325189,198580,0.983794,0.00738608,195176,0.989504,0.00642632,196121,1,0.00342741,198012,1,0.00414782,197823,0.489464,0.00374881,96642.2,0,0,0,0,0,0,0.473583,0.00201871,93237.9,0,0,0,0,0,0
90,0.474678,0.00343209,96410,0,0,0,0,0,0,1,0.00537311,202358,1,0.00468282,202171,1,0.00499832,201984,1,0.00458498,201797,1,0.00304166,201423,1,0.0032964,201236,0.972093,0.00703737,195438,0.472067,0.0016406,94820.3,0.474347,0.00240047,95100.8,0.943044,0.00528271,188892,0.5,0.00177123,100057,0.473807,0.00267991,94726.8,0.94382,0.00399967,188518,0.5,0.000871481,99682.8,0.5,0.00103681,99589.3,1,0.0043384,198992,1,0.00324865,198805,0.983051,0.00732998,195251,0.989623,0.0063867,196186,1,0.00342172,198057,1,0.00414099,197870,0.489593,0.00371121,96784,0,0,0,0,0,0,0.473884,0.0020066,93324.1,0,0,0,0,0,0
91,0.474954,0.00341514,96460.3,0,0,0,0,0,0,1,0.00537741,202354,1,0.00468486,202169,1,0.00501303,201984,1,0.00459839,201799,0.99633,0.0030696,200874,1,0.00329882,201244,0.972401,0.00704656,195510,0.472376,0.00164159,94888.1,0.474654,0.0023892,95258,0.943675,0.0052954,189036,0.5,0.00176881,100067,0.474098,0.00267864,94795.6,0.944444,0.00402216,188666,0.5,0.000871992,99789.7,0.5,0.00104122,99604.7,1,0.00436087,199025,1,0.00327225,198840,0.984171,0.00728685,195510,0.986007,0.00654985,195510,0.994398,0.0034192,196990,1,0.00415724,197915,0.48971,0.00368257,96830.2,0,0,0,0,0,0,0.474178,0.00200058,93408.4,0,0,0,0,0,0
