FlowId,SrcAddr,DestAddr,TxPackets,RxPackets,LostPackets,PacketLossRate(%),Throughput(bps),DelaySum(s)
5920,10.0.0.4,10.0.0.7,8,8,0,0,68341.3,0.001336
5921,10.0.0.2,10.0.0.3,15,15,0,0,1.03876e+06,0.00288235
5922,10.0.0.3,10.0.0.2,8,8,0,0,68341.1,0.00133604
5923,10.0.0.13,10.0.0.12,15,15,0,0,1.03905e+06,0.00287232
5924,10.0.0.12,10.0.0.13,8,8,0,0,68341.2,0.00133602
5925,10.0.0.14,10.0.0.5,15,15,0,0,1.03868e+06,0.00423164
5926,10.0.0.5,10.0.0.14,8,8,0,0,70389.5,0.00133612
5927,10.0.0.5,10.0.0.13,14,14,0,0,946049,0.00909274
5928,10.0.0.13,10.0.0.5,7,7,0,0,68805.5,0.00116908
5929,10.0.0.7,10.0.0.15,15,15,0,0,1.03803e+06,0.00281793
5930,10.0.0.15,10.0.0.7,8,8,0,0,68340.6,0.00133615
5931,10.0.0.2,10.0.0.7,15,15,0,0,1.03904e+06,0.00284647
5932,10.0.0.7,10.0.0.2,8,8,0,0,68341.1,0.00133603
5933,10.0.0.9,10.0.0.3,15,15,0,0,1.03872e+06,0.00287723
5934,10.0.0.3,10.0.0.9,8,8,0,0,68328.5,0.00133606
5935,10.0.0.1,10.0.0.14,15,15,0,0,1.03783e+06,0.00286385
5936,10.0.0.14,10.0.0.1,8,8,0,0,68340.8,0.00133611
5937,10.0.0.10,10.0.0.5,15,15,0,0,1.03871e+06,0.00279134
5938,10.0.0.5,10.0.0.10,8,8,0,0,68327.5,0.00133628
5939,10.0.0.4,10.0.0.12,15,15,0,0,1.03801e+06,0.00289987
5940,10.0.0.12,10.0.0.4,8,8,0,0,68341,0.00133607
5941,10.0.0.3,10.0.0.10,15,15,0,0,1.03749e+06,0.00294408
5942,10.0.0.10,10.0.0.3,8,8,0,0,68339.9,0.00133629
5943,10.0.0.12,10.0.0.9,15,15,0,0,1.0383e+06,0.00282733
5944,10.0.0.9,10.0.0.12,8,8,0,0,68341,0.00133606
5945,10.0.0.3,10.0.0.15,15,15,0,0,1.03839e+06,0.00292774
5946,10.0.0.15,10.0.0.3,8,8,0,0,68340.6,0.00133615
5947,10.0.0.9,10.0.0.4,15,15,0,0,1.03631e+06,0.00298911
5948,10.0.0.4,10.0.0.9,8,8,0,0,68341.2,0.00133602
5949,10.0.0.8,10.0.0.10,14,14,0,0,946535,0.00900794
5950,10.0.0.10,10.0.0.8,7,7,0,0,68689,0.00116924
5951,10.0.0.12,10.0.0.10,15,15,0,0,1.0363e+06,0.00293047
5952,10.0.0.10,10.0.0.12,8,8,0,0,68340.3,0.00133622
5953,10.0.0.2,10.0.0.10,15,15,0,0,1.03789e+06,0.00284231
5954,10.0.0.10,10.0.0.2,8,8,0,0,68340,0.00133627
5955,10.0.0.12,10.0.0.4,15,15,0,0,1.03774e+06,0.00289901
5956,10.0.0.4,10.0.0.12,8,8,0,0,68341,0.00133607
5957,10.0.0.12,10.0.0.14,15,15,0,0,1.03708e+06,0.00297021
5958,10.0.0.14,10.0.0.12,8,8,0,0,68341,0.00133606
5959,10.0.0.4,10.0.0.12,15,15,0,0,1.03703e+06,0.00299299
5960,10.0.0.12,10.0.0.4,8,8,0,0,68341,0.00133607
5961,10.0.0.1,10.0.0.10,15,15,0,0,1.03901e+06,0.00282585
5962,10.0.0.10,10.0.0.1,8,8,0,0,68340,0.00133627
5963,10.0.0.12,10.0.0.5,15,15,0,0,1.0368e+06,0.00299755
5964,10.0.0.5,10.0.0.12,8,8,0,0,68341,0.00133607
5965,10.0.0.10,10.0.0.4,15,15,0,0,1.03896e+06,0.00284864
5966,10.0.0.4,10.0.0.10,8,8,0,0,68340,0.00133628
5967,10.0.0.2,10.0.0.11,15,15,0,0,1.03638e+06,0.00298332
