time_s,nodeId,x,y,z
44,2,1.977,0.000385,-0.01035
44,3,2.988,0.044,0.01
44,4,3.981,0.0618,-0.01
44,5,4.992,0.1,0.01
44,6,5.976,0.123657,-0.0284933
44,7,6.978,0.126314,2.11608
44,8,7.971,0.133,0.03
44,9,5.551,1.809,-0.98
44,10,0.763,1.276,1.12
44,11,-4.504,3.718,-0.02
44,12,1.525,1.654,0.74
44,13,-2.279,1.376,-0.52
44,14,3.44,3.085,1.38
45,0,0,-0.011,-0.0399933
45,1,0.966354,0,-0.0203933
45,2,1.977,0.00405167,-0.0136833
45,3,2.9867,0.044,0.00855667
45,4,3.981,0.0658,-0.01
45,5,4.992,0.1,0.01
45,6,5.976,0.127324,-0.02516
45,7,6.978,0.133,2.04869
45,8,7.971,0.133,0.03
45,9,5.551,1.809,-0.98
45,10,0.647923,1.23565,1.08213
45,11,-4.504,3.718,-0.02
45,12,1.525,1.654,0.74
45,13,-2.279,1.376,-0.52
45,14,3.44,3.085,1.38
46,0,-0.002994,-0.011,-0.04
46,1,0.969354,0,-0.0237267
46,2,1.977,0.00771833,-0.0170167
46,3,2.9837,0.044,0.00522333
46,4,3.9831,0.0642,-0.01
46,5,4.992,0.1,0.00742667
46,6,5.976,0.130991,-0.0218267
46,7,6.978,0.133,1.35203
46,8,7.971,0.133,0.03
46,9,5.52613,1.80694,-0.99122
46,10,0.38459,1.14332,0.99546
46,11,-4.504,3.718,-0.02
46,12,1.525,1.654,0.74
46,13,-2.279,1.376,-0.52
46,14,3.44,3.085,1.38
47,0,-0.005994,-0.011,-0.04
47,1,0.972354,0,-0.02706
47,2,1.97732,0.010615,-0.01895
47,3,2.9807,0.044,0.00189
47,4,3.9861,0.0602,-0.01
47,5,4.992,0.1,0.00409333
47,6,5.97464,0.133,-0.02
47,7,6.978,0.133,0.65536
47,8,7.971,0.133,0.03
47,9,5.4818,1.80328,-1.01122
47,10,0.121257,1.05098,0.908793
47,11,-4.504,3.718,-0.02
47,12,1.525,1.654,0.74
47,13,-2.279,1.376,-0.52
47,14,3.44,3.085,1.38
48,0,-0.008994,-0.011,-0.04
48,1,0.975,0,-0.0292133
48,2,1.98032,0.00694833,-0.00895
48,3,2.979,0.044,0
48,4,3.9891,0.0562,-0.01
48,5,4.992,0.1,0.00076
48,6,5.97164,0.133,-0.02
48,7,6.97826,0.133,0.0194133
48,8,7.971,0.133,0.03
48,9,5.43746,1.79961,-1.03122
48,10,-0.027,0.997398,0.744923
48,11,-4.504,3.718,-0.02
48,12,1.525,1.654,0.74
48,13,-2.279,1.376,-0.52
48,14,3.44,3.085,1.38
49,0,-0.006006,-0.011,-0.03002
49,1,0.975,0,-0.0225467
49,2,1.98332,0.00328167,0.00105
49,3,2.979,0.044,0
49,4,3.99,0.055,-0.01
49,5,4.98968,0.1,0.00257333
49,6,5.96864,0.133,-0.02
49,7,6.98126,0.133,0.0127467
49,8,7.971,0.133,0.03
49,9,5.41428,1.798,-1.08957
49,10,-0.027,0.993731,0.48159
49,11,-4.504,3.718,-0.02
49,12,1.525,1.654,0.74
49,13,-2.279,1.376,-0.52
49,14,3.44,3.085,1.38
50,0,-0.003006,-0.011,-0.02002
50,1,0.975,0,-0.01588
50,2,1.986,0,0.01035
50,3,2.979,0.044,0
50,4,3.99,0.055,-0.01
50,5,4.98668,0.1,0.00590667
50,6,5.967,0.133,-0.02
50,7,6.98426,0.133,0.00608
50,8,7.971,0.133,0.03
50,9,5.40298,1.798,-1.17218
50,10,-0.027,0.990064,0.218257
50,11,-4.504,3.718,-0.02
50,12,1.525,1.654,0.74
50,13,-2.279,1.376,-0.52
50,14,3.44,3.085,1.38
51,0,-6e-06,-0.011,-0.01002
51,1,0.974331,0.000432667,-0.0107867
51,2,1.986,0,0.0136833
51,3,2.9803,0.044,0.00288667
51,4,3.99,0.055,-0.01
51,5,4.98368,0.1,0.00924
51,6,5.967,0.133,-0.02
51,7,6.98674,0.132677,0
51,8,7.971,0.133,0.03
51,9,5.3733,1.798,-1.2322
51,10,-0.027,0.989602,0.0641733
51,11,-4.504,3.718,-0.02
51,12,1.525,1.654,0.74
51,13,-2.279,1.376,-0.52
51,14,3.44,3.085,1.38
52,0,-0.002994,-0.00734067,-0.00667333
52,1,0.968665,0.00409933,-0.0174533
52,2,1.986,0,0.0170167
52,3,2.9833,0.044,0.00955333
52,4,3.9879,0.0578,-0.01
52,5,4.98532,0.0971693,0.00742667
52,6,5.967,0.133,-0.02
52,7,6.98374,0.129011,0
52,8,7.971,0.133,0.03
52,9,5.34362,1.798,-1.29222
52,10,-0.027,0.993269,0.05084
52,11,-4.504,3.718,-0.02
52,12,1.525,1.654,0.74
52,13,-2.279,1.376,-0.52
52,14,3.44,3.085,1.38
53,0,-0.005994,-0.003674,-0.00334
53,1,0.962998,0.007766,-0.02412
53,2,1.98568,0.000385,0.01895
53,3,2.9863,0.044,0.01622
53,4,3.9849,0.0618,-0.01
53,5,4.98832,0.0935027,0.00409333
53,6,5.967,0.133,-0.0215067
53,7,6.98074,0.125344,0
53,8,7.971,0.133,0.03
53,9,5.31279,1.79725,-1.34408
53,10,-0.027,0.996936,0.0375067
53,11,-4.504,3.718,-0.02
53,12,1.525,1.654,0.74
53,13,-2.279,1.376,-0.52
53,14,3.44,3.085,1.38
